""TranscriptID" "ctrl1_sorted" "ctrl2_sorted" "ctrl3_sorted" "de1_sorted" "de2_sorted" "de3_sorted"
"ENST00000217260.9" 0 0 0 0 0 2
"ENST00000217289.9" 0 0 0 0 2 0
"ENST00000217315.9" 24.29973 22 16.5 27.5 11.8756 9
"ENST00000217381.3" 13 11 17 11 12 15
"ENST00000217402.3" 27 64 18 18 25 19
"ENST00000217407.3" 53 78 51 78 44 103
"ENST00000217420.2" 3 3 2 13 6 8
"ENST00000217426.7" 8.33333 33 46 56.73077 65.61404 66.82759
"ENST00000217446.8" 8 21 8 6 6 3
"ENST00000217455.9" 10.52632 17.23077 8.94118 11.73913 15.87493 12.22222
"ENST00000217456.3" 179.12687 93.46774 137.53535 49.09091 92.07576 48.19512
"ENST00000217515.11" 94.64151 93.40145 39.33333 121.41216 83.7 109.71415
"ENST00000217652.8" 791.90683 520.52283 501.9188 380.46829 568.8346 444.95595
"ENST00000217740.4" 2 4 2 4 3 2
"ENST00000217890.10" 0 0 1.08333 1.37093 3 2
"ENST00000217893.10" 12.61473 6.97281 13.69229 9.45469 30.18586 9.36586
"ENST00000217901.10" 15.03103 19 26.45133 67 26.31748 54.15438
"ENST00000217909.8" 3 9.42857 3 7 0 4
"ENST00000217939.7" 15 13 48 27 26 13
"ENST00000217958.8" 48 43 43 41 35 55
"ENST00000217961.5" 2.33333 0 0 0 1.33333 2
"ENST00000217971.8" 38.32258 46.375 53 27 24.54545 22.15385
"ENST00000218056.9" 6.75774 24.76595 8.58216 2.98379 5 7.04618
"ENST00000218089.13" 8 0 2.98546 0 3.62167 5.43832
"ENST00000218104.6" 0 1 3 5 3 0
"ENST00000218147.11" 0.5 1.5 1 1.5 0 2
"ENST00000218176.4" 1 0 1 2 1 0
"ENST00000218197.9" 5.0194 3.40163 1.83665 1 1.15296 2.82968
"ENST00000218200.12" 2.91338 7.43789 0 5.2 2.33333 7.66221
"ENST00000218224.9" 2.11348 2.14551 0 2.63054 3.21147 1.2199
"ENST00000218230.6" 77 72 125 184 104 105
"ENST00000218340.4" 9 8 10 7 5 8
"ENST00000218348.7" 14 25.5 19.5 4 4 8
"ENST00000218364.5" 5.93882 5.36138 16.48902 6.95241 3.48357 4.41571
"ENST00000218388.9" 870 1060.71163 756 1997.38927 2666.13099 2530.35778
"ENST00000218432.10" 0 1.515 3.79484 0 4.34562 2.28103
"ENST00000218516.4" 0 0 0 0 3.13901 0
"ENST00000218652.12" 16.238 22 11.10156 7 24 4.66667
"ENST00000218758.10" 21.40587 45.57075 23.51578 1.52808 0 3.25973
"ENST00000218789.9" 22.49033 6.11926 12.06106 12.52037 7.61336 10.46936
"ENST00000218867.4" 16 9 12 15 45 20
"ENST00000218981.5" 0 0 0 1.39704 0 0
"ENST00000219066.5" 14.75171 16 7 11 18.61776 14.3
"ENST00000219069.6" 0 1.26018 0 0 0 0
"ENST00000219070.9" 103.9875 293.44311 161.57143 32.3 28.09524 21.19444
"ENST00000219097.7" 6.55371 9.73187 4 7.79854 2.28549 1.493
"ENST00000219139.8" 27 11 11 26 20 13
"ENST00000219150.10" 10 5 6 6 17 12
"ENST00000219168.8" 8 4 6.74666 0 0 0
"ENST00000219169.9" 147.875 56.63636 22.75333 0 5.02303 0
"ENST00000219197.11" 23 23 16 10 24 21
"ENST00000219204.8" 15 51 12 8 6 14
"ENST00000219207.10" 26 12 13 32.64 34 21
"ENST00000219240.9" 0 5.55556 0 5.71449 0 0
"ENST00000219251.13" 14 12 7 9.33333 11 4.57143
"ENST00000219252.10" 12 13 31 23 23 37
"ENST00000219255.3" 1.5 2.31238 0 14 7 15.80122
"ENST00000219271.4" 0 2 0 3 2 3
"ENST00000219281.8" 3 5 7 4 8 1
"ENST00000219299.8" 5 2 3 1 0 1
"ENST00000219302.8" 4.79515 22 24.49604 25.05145 32.32313 48.22263
"ENST00000219313.9" 160.37349 166.16149 130.42623 261.87008 372.80381 196.8794
"ENST00000219315.9" 4 6 18 6 9 19
"ENST00000219320.9" 0 0 0 0 11.25123 0
"ENST00000219334.10" 8 4 6 3 12 1
"ENST00000219343.11" 2.5 7.59526 31 5.34566 3.91112 5
"ENST00000219345.10" 6.78484 4.03248 6.55754 0 5.10493 17.90782
"ENST00000219368.8" 1 0 0 0 2.8373 1
"ENST00000219400.8" 86.36131 72.77004 40.42898 57.87323 35 78.72897
"ENST00000219409.8" 5 6 3 23 17 9
"ENST00000219431.4" 3.51724 1.79412 1.65 2.84615 1.35714 3.5
"ENST00000219439.9" 5 0 9 7 0 5
"ENST00000219454.10" 3 2 9 4 4 1
"ENST00000219473.12" 38 7.5 21 7 5 34
"ENST00000219476.9" 5 5.75494 1.90943 4.88363 2.85361 4.39931
"ENST00000219478.11" 5 1 2 0 3 0
"ENST00000219479.7" 0 27.09125 7.48344 28.34519 66.24085 35.057
"ENST00000219481.10" 30.67357 13.6306 39.76468 18 25.0135 11.19813
"ENST00000219548.9" 9 54.63415 23.12 7 10.07143 23.31429
"ENST00000219599.8" 44.26774 55.06985 48.6332 4.24941 11.64984 19.91253
"ENST00000219611.7" 4 1.44881 2.28232 10 1.17554 1.5
"ENST00000219689.12" 26 14 24 15 14 22
"ENST00000219782.11" 4.60632 18.16746 5.14326 7.77415 10.19845 0
"ENST00000219789.11" 65.98085 95.51913 37.14265 40.58433 28.29277 23.67058
"ENST00000219794.11" 1.27138 5.13145 7.65844 21.4346 5.4656 8.36382
"ENST00000219797.9" 0 0 4.41394 0 0 0.16625
"ENST00000219837.12" 44.90916 7.63629 30.04257 3.60543 29.65348 8.56757
"ENST00000219919.9" 2 3 6 3 2 15
"ENST00000220003.14" 6.4 0 7.71429 6.66667 4 8
"ENST00000220058.9" 1 6.18967 24 26 14 10
"ENST00000220062.9" 3 2 3 1 13 7
"ENST00000220166.10" 72.23823 37.59587 51.61123 34.98829 13.57143 12.12161
"ENST00000220244.7" 5.33333 8 7 26 9.33333 0
"ENST00000220325.9" 19 4 1 16 7 17
"ENST00000220429.12" 0 0 0 1.8 0 0
"ENST00000220478.8" 47 45 20 31 16 11
"ENST00000220496.9" 9 10 7 20 21 26
"ENST00000220507.5" 1 0 0 4 0 0
"ENST00000220509.10" 2 1 8 15 8 7
"ENST00000220514.8" 0 0 2 2 4 0
"ENST00000220531.9" 5 27 19.11839 27 19.04966 29.62448
"ENST00000220562.9" 6.33333 0 3.5 0 8.5 0
"ENST00000220584.9" 46.48723 57.4831 19.97918 40.82416 40.32534 27.18648
"ENST00000220592.10" 10 14 16 14 20 49
"ENST00000220597.4" 8 25 18 3 3 4
"ENST00000220659.11" 17 7 12 6 16 16
"ENST00000220669.10" 28 14 12 32 42 17
"ENST00000220751.5" 7 4.33333 12.69231 3.75 4.2 0
"ENST00000220763.10" 19 53 9 9 17 26
"ENST00000220764.7" 165.64103 166.83997 140.67279 117.08106 237.88379 168.83133
"ENST00000220772.8" 6.75 22.75 19 0 15.83333 1
"ENST00000220809.9" 11.25 8.58725 6.5 15.09869 8.92857 20.58824
"ENST00000220822.12" 24.37561 10.54498 11.2072 32.3283 23.51534 45.47853
"ENST00000220847.8" 0 0 0 0 0 0
"ENST00000220849.10" 59.70273 54.08923 65.31773 51.69608 70.5633 86.56391
"ENST00000220853.8" 115 110 86 62 86 69
"ENST00000220876.12" 332.76101 337.94393 226.80556 211 164.84848 288.72509
"ENST00000220913.10" 17 17 27 14 21 34
"ENST00000220931.11" 1.33333 7 0 0 7 0
"ENST00000220959.8" 0 0 0 0 0 0
"ENST00000220966.10" 0.5 1.48125 0.01153 2 1 1
"ENST00000221086.8" 0 7 9 5 11 3
"ENST00000221114.8" 39 71 69 57 16 71
"ENST00000221130.11" 30 32 20 40 27 16
"ENST00000221132.8" 3 1 3 2 2 0
"ENST00000221138.9" 72 76 57 29 59 53
"ENST00000221166.10" 66.4022 57.27589 40.86581 54.75615 64.18297 74.49172
"ENST00000221200.9" 8.5 5.5 19 22 26.5 17.5
"ENST00000221232.11" 8.8 3 1.5 9.28571 5 3.5
"ENST00000221233.9" 31.45161 8.4 7.875 3.85714 11.66667 4.66667
"ENST00000221249.10" 10.46299 5.75 0 20 0 13.5
"ENST00000221264.8" 0 0 1.41448 0 0 0
"ENST00000221265.8" 23.86364 37 26 15 40 31
"ENST00000221283.10" 9.8157 3.27273 1.5 2.66667 0 2.06857
"ENST00000221315.10" 2.5 4 2 2 8 1
"ENST00000221327.8" 2 1 0 2 0 0
"ENST00000221355.10" 0 1.09091 0 0 0 0
"ENST00000221363.8" 4.23343 0.55755 5.13528 0 3.14396 8.61605
"ENST00000221403.7" 4 0 1 1 1 0
"ENST00000221418.9" 175 321 222.89199 145.99298 268 199
"ENST00000221419.10" 2.90083 30.61766 27.05271 6.78301 7.54431 4.43211
"ENST00000221431.11" 5 10 9 4.33333 4 4
"ENST00000221452.13" 1 0 0 0 5 2
"ENST00000221455.8" 2.5 3 4 7 4 1.5
"ENST00000221459.7" 6.63004 1.93357 0 3.56995 3.88574 14.46638
"ENST00000221462.9" 0 3.27273 0 0 3.16667 4.44444
"ENST00000221466.10" 46.38874 32.66186 4.33981 13.81932 27.55778 1.4298
"ENST00000221476.4" 3746 2694 2550 1709 1953 2009
"ENST00000221480.6" 11 2 1 1 3 0
"ENST00000221485.8" 31 29.89525 17 14.93144 23.85083 16.85761
"ENST00000221486.6" 17 7 3 7 9 10
"ENST00000221494.10" 15 9 10 3 15 6
"ENST00000221515.6" 0 3 2 5 1 3
"ENST00000221543.10" 13 14.97271 4.5 4.57636 1.98795 1.33333
"ENST00000221554.13" 1.48239 0 0 0 0 0.58283
"ENST00000221561.12" 48.61111 72.73587 37.5739 188.79389 83.69715 87.11111
"ENST00000221566.7" 3.11273 0 0 6.43526 0 5.75003
"ENST00000221573.11" 1.75 3 3.09091 8.57143 2 4
"ENST00000221576.4" 1.00931 2.00866 6.08989 0 0 0
"ENST00000221665.5" 2 4 1 1 1 1
"ENST00000221671.8" 0 1 0 0 0 0
"ENST00000221735.12" 14 8 0 2 1.66667 2.00554
"ENST00000221784.8" 0 8.87859 0 0 0 0
"ENST00000221801.8" 39 32 75 69 42 39.9483
"ENST00000221847.6" 0 2 5 0 7 0
"ENST00000221855.8" 41.69861 44.09537 33.65 78.05642 143.75656 120.9751
"ENST00000221856.11" 4 3 11 6 1 1
"ENST00000221859.9" 0 0 0 10.30445 9.46941 4.45299
"ENST00000221891.9" 11.5 61 30 99 149 135
"ENST00000221922.11" 2.50242 4 3.64202 7.19439 3 15
"ENST00000221930.6" 7 0 1 8 0 7
"ENST00000221943.14" 17.64706 22 20.36085 25.82609 19.28571 20.80034
"ENST00000221957.9" 134.93617 126.68817 106.37838 46.34483 57.75 43.63636
"ENST00000221975.6" 294.49362 292.43816 383.78155 292.21966 377.61851 301.06862
"ENST00000221978.10" 2 7 0 5 5 1
"ENST00000222005.7" 92.90141 128.72549 76.23529 95.6338 57.41176 97.91358
"ENST00000222008.11" 179.94891 330.97515 194 226.96427 204 253.98781
"ENST00000222032.10" 7 2 2 14 4 19
"ENST00000222115.5" 0 0 1 0 0.5 1
"ENST00000222120.8" 6 5 5 4 14 3
"ENST00000222122.10" 17 24 1 10 16 11
"ENST00000222139.11" 2.63465 7 4.77905 13 3 9.57976
"ENST00000222145.9" 3.64272 3 5 3 1 12
"ENST00000222214.10" 6.24088 8.8295 0 5.99054 7.91492 3.69188
"ENST00000222219.8" 1.42105 12.19048 4.5 15 5.58576 16.42857
"ENST00000222224.4" 9 30 3 12 20 6
"ENST00000222247.10" 2088.18621 1585.53611 1732.9033 4065.76587 2771.42398 2619.95031
"ENST00000222250.5" 7.96672 16.2 21 12.19144 3.67312 19.79939
"ENST00000222254.13" 0.24822 1 0 0 1 0
"ENST00000222256.9" 101 47 39.79412 84 64 51
"ENST00000222266.2" 3.225 0 3.04759 0 2.02518 1
"ENST00000222271.7" 4 3 0 0 12 5
"ENST00000222284.10" 89.28525 135.64222 52.09451 48.21513 34.82286 34.69522
"ENST00000222304.5" 197.19261 104.15882 60.33953 190.21552 162.68009 184.94381
"ENST00000222305.8" 29.97813 20.26794 5 11.15067 26 14.28064
"ENST00000222329.9" 13 7 15 9 10 3
"ENST00000222330.8" 4.38166 7.22224 6.58271 5.23486 5 0
"ENST00000222345.11" 11 3 5 11 1 8
"ENST00000222374.3" 3 1 9 12 3 12
"ENST00000222388.6" 0 2 0 0 1 1
"ENST00000222390.11" 3 1 5.5 2 1 6
"ENST00000222399.11" 25.12158 0 0 4.75574 11.30802 1.38517
"ENST00000222402.8" 14 14.15421 34.92755 31 13 17
"ENST00000222482.10" 2 1 1 2 9 1
"ENST00000222511.11" 31 11 0 0 3.5 4.5
"ENST00000222543.11" 114 93.24211 102.31579 70.5 116.52632 127.38235
"ENST00000222547.8" 52 56 44 25.94618 40 38
"ENST00000222567.6" 13 26 17 15 18 22
"ENST00000222572.8" 0 0 0 27 0 36.09106
"ENST00000222573.5" 5 2 3 3 9 5
"ENST00000222574.9" 27.08287 16.0503 9.73654 5.92367 12 13
"ENST00000222584.8" 0 0 1 8 2 0
"ENST00000222597.7" 0 0 0.33333 1.41159 0 3.5584
"ENST00000222644.10" 8 3 12 3 3 3
"ENST00000222673.6" 33.48004 33.22451 69.18212 51.35528 90.63479 107.13075
"ENST00000222690.10" 25.14768 22.1461 33.30248 167.59102 184.73034 136
"ENST00000222693.5" 99 66.7059 75.9208 75 91.94204 67
"ENST00000222725.10" 3 0 0 1 1 0
"ENST00000222726.4" 0 0 0 2 0 1
"ENST00000222747.8" 7 3 4 6 11 6
"ENST00000222792.11" 5.88591 0 8.96217 2.17818 0.84805 0
"ENST00000222800.8" 0 0 0.29734 0 0 0
"ENST00000222803.10" 18 10 10 20 8 12
"ENST00000222812.8" 12 10 13 18 20 1
"ENST00000222823.9" 0 13.90909 6 4 1 0
"ENST00000222969.10" 61.60341 66.41417 71.32414 48.57143 15.42527 42.12809
"ENST00000222990.8" 15.83333 15.9375 3 9.77778 6 6
"ENST00000223023.5" 102 87 64 100 45 44
"ENST00000223029.8" 45 55 31 12 48 21
"ENST00000223054.8" 1.07476 0 0 1.16113 0 1.07443
"ENST00000223061.6" 162.7632 245.66444 195 181.62553 144.43902 105.45651
"ENST00000223073.6" 26 16 32 14 32 30
"ENST00000223084.7" 1.08668 3.29981 0 4.40741 1.1219 1
"ENST00000223095.5" 195 443 183 285 248 340
"ENST00000223127.8" 24 29 27 17 29 19
"ENST00000223129.8" 52 62 47 42 41.95122 28
"ENST00000223136.5" 160.57044 259.59784 448.69215 191.88084 315.71444 281.83576
"ENST00000223145.10" 2 0.5 7 3 8 6.25
"ENST00000223208.10" 0 2 2 2 12.72727 0.5
"ENST00000223210.5" 5 9 4 1 11 4
"ENST00000223215.10" 17.87563 10.41373 9.73699 14.89354 14.43049 22.39678
"ENST00000223271.8" 56.62913 106.01773 128.53831 46.82269 76.42416 102
"ENST00000223273.7" 26 12 18 17 28 10
"ENST00000223293.10" 4 8 6 4 0 3
"ENST00000223321.9" 50.89126 46.62212 75.01688 51.78813 57.09703 70.33744
"ENST00000223324.3" 80 64.96793 79.9732 43.97727 65.93585 120.70213
"ENST00000223336.11" 42.91688 48.06722 52.30161 84.46221 46.84227 70.47448
"ENST00000223357.8" 27.58096 23.1565 8.64372 6.53088 11.56913 14.01014
"ENST00000223364.7" 500.58219 505.72983 441.4463 1168.00599 993.04406 943.19572
"ENST00000223368.7" 20.68894 20.49202 11.32589 26.11179 17.23799 38.03648
"ENST00000223369.3" 40.94528 23.4 35.62631 25.3441 39.04486 10.33105
"ENST00000223398.11" 3.5 0 0 6 8 4
"ENST00000223428.9" 0 1 15 3 1 7
"ENST00000223459.11" 5.09809 2 3 6.12319 3.33333 8.34459
"ENST00000223500.9" 130 144.86822 265 188.48538 244 87.80488
"ENST00000223528.6" 1.99967 2.5 3.5 2.5 4 4
"ENST00000223641.5" 537.47356 434.56566 256.81435 323.39444 246.89286 244.89686
"ENST00000223864.7" 18 39 28 35 18 10
"ENST00000223865.8" 2 0 0 0 0 0
"ENST00000224073.6" 376.9261 380.15037 322.61979 625.68743 120.69337 301.47164
"ENST00000224140.6" 5 11.2 19 9 14 1
"ENST00000224237.9" 607.41598 252.51586 872.30592 820.84754 778.99146 292.24588
"ENST00000224337.10" 6 2 1 2 0 2
"ENST00000224721.12" 0 3.75 2 0.5 2 0
"ENST00000224756.12" 0 7.00755 2.90237 7.24008 0 16.84681
"ENST00000224784.10" 164.53673 156.43917 183.45765 246.91004 180.10924 339.51211
"ENST00000224949.9" 1.06089 1.64398 0 3.52173 0.89398 0
"ENST00000224950.8" 0 0 0 0 0 0
"ENST00000225171.7" 19.86159 20 36.6802 8 22.48048 14
"ENST00000225174.8" 36 29 26 40 33 44
"ENST00000225235.5" 1 1 1 1 1 0
"ENST00000225276.10" 0 2 0 2 4 4
"ENST00000225296.8" 15 1 4 9 8 4
"ENST00000225298.12" 8 19 8 20 17 19
"ENST00000225308.12" 29.11203 47.81351 13.07873 18.90837 10.09386 10.31197
"ENST00000225328.10" 7 3 1 1.2 0 1
"ENST00000225388.9" 70 32 9 28 48 41
"ENST00000225394.8" 11.724 0 8.52807 1.5 0 2.33333
"ENST00000225430.9" 589.2522 597.81491 289.01197 566.55517 486.93082 458.9301
"ENST00000225441.11" 24.74936 5.3128 6.15327 3.8883 1.78876 6.58665
"ENST00000225474.6" 5.46802 0 0 0 9.43933 3.83508
"ENST00000225504.8" 29.85714 63.55263 49.43243 72 32.5 11
"ENST00000225512.6" 0 0 0 15 4 0
"ENST00000225519.5" 0 10 0 1 3 2
"ENST00000225525.4" 164.30556 74.55556 136.22059 47.91111 54.28 80.05063
"ENST00000225567.9" 0 0 0 4.46616 0 0
"ENST00000225576.7" 0 3 2 1.26573 7 1
"ENST00000225577.9" 0 10 5.5 5.5 9.5 3
"ENST00000225603.9" 51 25.94737 38.32258 95 123.79518 65.21429
"ENST00000225609.10" 2 0 1.33333 0 0 1
"ENST00000225648.4" 0 1 2.5 0 0 1.5
"ENST00000225655.6" 447.66312 589.39722 592.74212 969.85658 685.59433 889.88408
"ENST00000225665.12" 48 84 66 57.76219 41.82591 44
"ENST00000225688.4" 40 24 32 24 46 47
"ENST00000225696.9" 6.73147 5.65407 10.20477 12.45555 12.88262 20.28213
"ENST00000225698.8" 105.16657 186.31595 136.6602 7.37037 3.4186 15.66667
"ENST00000225719.9" 16 7 6 11 5 16
"ENST00000225724.9" 30 18 63.27273 10 14.5 19.5
"ENST00000225726.10" 66 109 49 44.35714 61 70
"ENST00000225728.8" 21 11 10 21 16 16
"ENST00000225729.8" 25.69123 12.18491 9.57614 18.82725 3.74959 9.4571
"ENST00000225737.11" 16 7 9 6 11 8
"ENST00000225777.8" 50 14.36726 29.41376 15.61465 71.30434 53.27489
"ENST00000225792.10" 113.22267 202.71634 256.11944 17.58561 31.15267 7.28262
"ENST00000225823.7" 0 1 0 0 0 0
"ENST00000225831.4" 74 135.93926 131 129.99194 86 125.99166
"ENST00000225844.7" 2 5 2 17 1 3
"ENST00000225873.9" 4 2 3 3 2 7
"ENST00000225916.10" 6 0 4 4 7.2 8.66667
"ENST00000225927.7" 5 9 13 6 2 0
"ENST00000225929.5" 2 0 0 3 1.66069 4
"ENST00000225941.6" 1 6 0 7 2 2
"ENST00000225964.10" 1320.65634 992.68522 901.89413 4.53918 16.855 11.62955
"ENST00000225969.9" 24.16412 38.14578 43.95548 75.61729 91.87193 39.52455
"ENST00000225972.8" 66 54 50 29 10 30
"ENST00000225983.10" 11 7.5 4.08557 6.5 2 8.94929
"ENST00000226004.8" 47 62.52632 103.46514 57.71532 41.90947 86.55998
"ENST00000226067.10" 10 19 4 11 8 13
"ENST00000226091.3" 0 0 2 3 2 1
"ENST00000226094.9" 0 2 6 3 0 0
"ENST00000226105.11" 34.33513 14.48448 17.51911 3 6.22769 3.09411
"ENST00000226218.9" 270 249 251 266 298 327
"ENST00000226225.7" 16 21 39 10 22 25
"ENST00000226230.8" 45 11 18 5 11 16
"ENST00000226253.9" 136.36823 145.83569 95.77551 435.33048 280.2963 253.30769
"ENST00000226279.8" 6 7 10 5 2 0
"ENST00000226299.9" 48 33 45 26 36 48
"ENST00000226317.10" 29 32 26 12 26 18
"ENST00000226319.11" 7.08557 10.05926 19.48171 37.82474 0 8.76085
"ENST00000226328.8" 4.79243 21.69778 6.84843 9 7.41874 10.19456
"ENST00000226444.4" 0 2 0 3 0 5
"ENST00000226522.8" 0 0 0 1.05714 0 0
"ENST00000226524.4" 0 1 0 1 0 1
"ENST00000226574.9" 0 0 3 6 9 9.71429
"ENST00000226725.11" 3 0 8 2 1 7.22222
"ENST00000226760.5" 4 2 17 1.5 5.5 1
"ENST00000226796.7" 8.16667 6.05035 7.15591 3.43198 3.66667 0
"ENST00000226798.9" 55 51 55.89091 46 29 81.92593
"ENST00000227135.7" 0 1.76311 0 0 1.74354 0
"ENST00000227155.9" 46 43 21 40 25 51
"ENST00000227214.10" 42 17.9375 36 18.18182 34.62222 29.21875
"ENST00000227266.10" 26.77387 31.71999 16.25806 62.29672 45.81373 93.35505
"ENST00000227322.8" 14 11 22 23 25 27
"ENST00000227349.7" 2 9 2 3 0 3
"ENST00000227451.4" 29 38 16 22 18 24
"ENST00000227471.7" 1 0 5 0 4 7
"ENST00000227474.8" 5.81684 5.64663 1.313 0 7.80707 4.03164
"ENST00000227503.13" 11.31279 24.56673 19.61542 3.71784 15.01864 9.11553
"ENST00000227507.3" 126 178 128 139 100 109
"ENST00000227520.10" 2 25 4 2 5 0
"ENST00000227524.9" 1 11.78346 11.73333 18.94621 9 4
"ENST00000227525.8" 36 36 10 30 40 24
"ENST00000227638.8" 0 3.33333 2.33333 0 6 1.33333
"ENST00000227752.8" 0 0 3.23261 0 0 0
"ENST00000227756.5" 4 4 9 6 8 8
"ENST00000227758.7" 26.58333 21 5 26 12 17.76923
"ENST00000227868.9" 31 43.80952 58.22727 64 53 60
"ENST00000227880.8" 2 0 5.39768 0.02193 4.93928 2.0554
"ENST00000228027.12" 13 11 1 13 2 8
"ENST00000228136.9" 152.91849 226 224.96631 352.97607 196.9041 267.90555
"ENST00000228251.9" 71.21994 117.1944 57.61941 4.16387 1.32916 0
"ENST00000228284.8" 0 0 0 0 0 0
"ENST00000228306.8" 518.20509 985.80973 864.62717 48.1931 64.16267 27.15792
"ENST00000228307.11" 25.99068 5.59909 1.61538 3.46861 1.84004 7.3029
"ENST00000228318.8" 169.09453 181.49348 171.11965 286.73682 110.37755 247.90676
"ENST00000228345.9" 0 0 0 3 0 0
"ENST00000228347.9" 0 3 4 4 1 4
"ENST00000228425.11" 2.12132 0 35.66421 24.07335 18.25775 21.23815
"ENST00000228434.7" 0 3 0 1 6 1
"ENST00000228437.10" 4 2 3 3 3 22
"ENST00000228438.3" 35 38 10 26 28 37
"ENST00000228468.8" 1 0 3 2 1 4.68612
"ENST00000228476.8" 0 2 9 7 9 3
"ENST00000228495.11" 16 14 6 27 39 22
"ENST00000228506.8" 16 53 54 48 49.98 57
"ENST00000228510.8" 2.51891 7 16 21 6 1
"ENST00000228515.6" 6 16 1 3 4 17
"ENST00000228641.4" 65 126 20 79 44 46
"ENST00000228682.7" 1 0 0 0 1 0
"ENST00000228705.7" 15 22 9 12 11 27
"ENST00000228740.7" 53.92157 11.91667 18 32.9375 43 16
"ENST00000228741.8" 13 12 21 11 24 23
"ENST00000228799.7" 3 1 7 8 0 11.91667
"ENST00000228811.8" 0 0 0 0 2 0
"ENST00000228820.9" 0 0 2 1.5 0 2
"ENST00000228825.12" 339.99123 249.99188 442 259.96109 405 192.97895
"ENST00000228827.8" 7.11111 8.66667 19 10.18182 10.93333 23.46667
"ENST00000228841.15" 3650.4104 3136.19537 5878.56666 1825.51985 2098.49679 1849.62963
"ENST00000228843.13" 6 0 0 2.66667 0 0
"ENST00000228865.3" 37 14 7 7 29 22
"ENST00000228872.9" 17 1 2.76923 5 8.86667 10.83333
"ENST00000228918.9" 32 61.88207 50.97876 28.91983 33.75278 27.7647
"ENST00000228922.12" 4 0 1.2 3 3 0
"ENST00000228936.6" 2 0 2 6 1 2
"ENST00000228938.5" 31.35838 26.34462 69.17579 738.9685 645.21273 524.08454
"ENST00000228945.9" 63 89 56 54 52 35
"ENST00000229002.6" 2 1.25 0 4 3 0
"ENST00000229003.7" 1.66667 0 1 3 0 3
"ENST00000229179.9" 26 12 6 11 11 4.5
"ENST00000229195.8" 34.98147 23.83634 23.33076 28.09907 29.24635 21.75833
"ENST00000229201.4" 1 0 0 0 0 4.5
"ENST00000229214.9" 23 41 57 30 44 43
"ENST00000229238.5" 120.75673 180.41009 102.98077 175.82266 71.77791 135.97122
"ENST00000229239.10" 5104.27833 2713.72695 5159.40599 11266.64493 9604.16955 7136.60699
"ENST00000229243.7" 1 0 2 0 1 4
"ENST00000229266.8" 10 6.4146 4.51481 13.53581 14.71328 18.89541
"ENST00000229268.13" 39.375 10 20 4 4 35.46667
"ENST00000229270.8" 473.81121 717.60494 682.41381 722.5309 746.49914 861.87652
"ENST00000229277.6" 2.28151 0 0 0 0 0
"ENST00000229281.6" 270.92213 299.76296 185.39289 177.62823 270.24304 248.91314
"ENST00000229314.10" 29 24 25 19 17 29.45455
"ENST00000229328.10" 2.581 5.32414 1.53264 0.73596 0 3.60925
"ENST00000229329.7" 37 39.89189 24 36 14 20
"ENST00000229330.9" 7 3 10 1 4 6
"ENST00000229332.12" 3 1 13 0 3 0
"ENST00000229340.10" 2 12.75 15.64706 5.6 17.5 16
"ENST00000229379.3" 723 563.98934 982 731.99863 591.98985 848.99646
"ENST00000229390.8" 0 0.13053 0 1e-05 26.06092 47.44369
"ENST00000229395.8" 9.63796 8.45736 10.297 0 8 12.17738
"ENST00000229402.4" 4 0 5 1 8 11
"ENST00000229405.8" 1 0 4.9724 2.22748 0 1.16904
"ENST00000229465.10" 1 0 0 3 1 2
"ENST00000229563.6" 28.20896 29.80147 27.21127 75.97674 102.90756 121.46405
"ENST00000229570.9" 2.5 2 0 5 48 2.5
"ENST00000229595.6" 16 25 24 25 15 33
"ENST00000229633.7" 30 27 47 39 32 44
"ENST00000229708.4" 0 0 0 1 2 1
"ENST00000229758.8" 6 1 9 0 0 2
"ENST00000229769.3" 2 2 0 0 3 4
"ENST00000229794.9" 0 4 16 15 3 2.33333
"ENST00000229795.8" 15 4 0 10 3 4.66667
"ENST00000229812.8" 34 10 20 21 25 14
"ENST00000229829.7" 0 2 0 1 0 3
"ENST00000229866.10" 1.25 0 0 4.2 1.75 0
"ENST00000229903.5" 11.92277 13.03184 5.94559 1 11.52319 18.59363
"ENST00000229922.7" 30 24 33 28 26 22
"ENST00000229955.4" 3 2 6 0 0 0
"ENST00000229971.2" 0 0 0 0 0 0
"ENST00000230036.2" 6 7 5 2 3 4
"ENST00000230048.5" 94.5 116 68 106 50 64
"ENST00000230050.4" 3103.96393 2840.40533 3206.76897 339.136 285.91271 436.39823
"ENST00000230053.11" 2 5 2 1 1 3
"ENST00000230056.8" 23.52381 26.66667 24 26.43478 18.66667 18.66667
"ENST00000230085.13" 152.75 122.82394 132.46753 169.54601 220.14286 204.73934
"ENST00000230124.8" 2.2925 0.81937 0 0 0 0.85303
"ENST00000230173.10" 4 0.5 1 7 1 4
"ENST00000230321.11" 0 0 1 0 0 0
"ENST00000230340.9" 5 26 2 14 21 10
"ENST00000230354.10" 4 0.66667 6 8.69374 1.36827 4
"ENST00000230361.4" 4 0 14 5 9 0
"ENST00000230381.7" 8 0 1 0 3 1
"ENST00000230402.10" 3.33333 0 0 0 0 5
"ENST00000230419.9" 6 0 1 4 3 4
"ENST00000230431.11" 117.68735 178.21124 115.82031 146.55088 177.75414 174.67499
"ENST00000230449.9" 10 19 9 2 10 6
